HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:24859	YEATS4	YEATS domain containing 4		NuBI-1, GAS41, YAF9	ENSG00000127337
HGNC:12841	YES1	YES proto-oncogene 1, Src family tyrosine kinase		Yes, c-yes, HsT441	ENSG00000176105
HGNC:16688	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	YIF1	YIF1P, 54TM, FinGER7	ENSG00000174851
HGNC:30511	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein		FinGER8	ENSG00000167645
HGNC:25231	YIPF1	Yip1 domain family member 1		DJ167A19.1, FinGER1	ENSG00000058799
HGNC:28476	YIPF2	Yip1 domain family member 2		MGC3262, FinGER2	ENSG00000130733
HGNC:21023	YIPF3	Yip1 domain family member 3	C6orf109	DKFZp566C243, KLIP1, dJ337H4.3, FinGER3	ENSG00000137207
HGNC:28145	YIPF4	Yip1 domain family member 4		MGC11061, FinGER4	ENSG00000119820
HGNC:24877	YIPF5	Yip1 domain family member 5		SMAP-5, FinGER5	ENSG00000145817
HGNC:28304	YIPF6	Yip1 domain family member 6		MGC21416, FinGER6	ENSG00000181704
HGNC:26825	YIPF7	Yip1 domain family member 7		FLJ39576, FinGER9	ENSG00000177752
HGNC:24785	YJEFN3	YjeF N-terminal domain containing 3		hYjeF_N3-19p13.11, FLJ44968	ENSG00000250067
HGNC:25518	YJU2	YJU2 splicing factor homolog	CCDC94	FLJ10374	ENSG00000105248
HGNC:16959	YKT6	YKT6 v-SNARE homolog			ENSG00000106636
HGNC:17798	YLPM1	YLP motif containing 1	C14orf170	ZAP, PPP1R169	ENSG00000119596
HGNC:12843	YME1L1	YME1 like 1 ATPase			ENSG00000136758
HGNC:25035	YOD1	YOD1 deubiquitinase		DKFZp451J1719, OTUD2, DUBA8	ENSG00000180667
HGNC:12845	YPEL1	yippee like 1			ENSG00000100027
HGNC:18326	YPEL2	yippee like 2		FKSG4	ENSG00000175155
HGNC:18327	YPEL3	yippee like 3		MGC10500	ENSG00000090238
HGNC:18328	YPEL4	yippee like 4		FLJ30213	ENSG00000166793
HGNC:18329	YPEL5	yippee like 5		CGI-127	ENSG00000119801
HGNC:28905	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing		FLJ23476, IRIP, SUA5	ENSG00000196449
HGNC:30626	YTHDC1	YTH domain containing 1		YT521, KIAA1966, YT521-B	ENSG00000083896
HGNC:24721	YTHDC2	YTH domain containing 2		FLJ2194, FLJ10053, DKFZp564A186	ENSG00000047188
HGNC:15867	YTHDF1	YTH N6-methyladenosine RNA binding protein 1	C20orf21	FLJ20391	ENSG00000149658
HGNC:31675	YTHDF2	YTH N6-methyladenosine RNA binding protein 2		HGRG8, NY-REN-2, CAHL	ENSG00000198492
HGNC:26465	YTHDF3	YTH N6-methyladenosine RNA binding protein 3		FLJ31657	ENSG00000185728
HGNC:12849	YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	YWHAA		ENSG00000166913
HGNC:12851	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon		FLJ45465	ENSG00000108953
HGNC:12852	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma		PPP1R170	ENSG00000170027
HGNC:12853	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	YWHA1		ENSG00000128245
HGNC:12854	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta		HS1, 14-3-3	ENSG00000134308
HGNC:12855	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	YWHAD	KCIP-1, 14-3-3-zeta	ENSG00000164924
HGNC:12856	YY1	YY1 transcription factor		NF-E1, DELTA, UCRBP, YIN-YANG-1, INO80S	ENSG00000100811
HGNC:30935	YY1AP1	YY1 associated protein 1		YY1AP, HCCA2, YAP	ENSG00000163374
HGNC:31684	YY2	YY2 transcription factor		ZNF631	ENSG00000230797
HGNC:29504	ZACN	zinc activated ion channel	LGICZ1	LGICZ, L2, ZAC, ZAC1	ENSG00000186919
HGNC:28697	ZADH2	zinc binding alcohol dehydrogenase domain containing 2		MGC45594	ENSG00000180011
HGNC:12857	ZAN	zonadhesin (gene/pseudogene)			ENSG00000146839
HGNC:12858	ZAP70	zeta chain of T cell receptor associated protein kinase 70	SRK	ZAP-70, STD	ENSG00000115085
HGNC:20436	ZAR1	zygote arrest 1		Z3CXXC6	ENSG00000182223
HGNC:37116	ZAR1L	zygote arrest 1 like		Z3CXXC7	ENSG00000189167
HGNC:26245	ZBBX	zinc finger B-box domain containing		FLJ23049	ENSG00000169064
HGNC:447	ZBED1	zinc finger BED-type containing 1	ALTE	TRAMP, KIAA0785, DREF, hDREF	ENSG00000214717
HGNC:20710	ZBED2	zinc finger BED-type containing 2		MGC10796	ENSG00000177494
HGNC:20711	ZBED3	zinc finger BED-type containing 3		MGC15435	ENSG00000132846
HGNC:20721	ZBED4	zinc finger BED-type containing 4		KIAA0637	ENSG00000100426
HGNC:30803	ZBED5	zinc finger BED-type containing 5		Buster1	ENSG00000236287
HGNC:33273	ZBED6	zinc finger BED-type containing 6			ENSG00000257315
HGNC:21720	ZBED6CL	ZBED6 C-terminal like	C7orf29		ENSG00000188707
HGNC:30804	ZBED8	zinc finger BED-type containing 8	C5orf54	Buster3	ENSG00000221886
HGNC:13851	ZBED9	zinc finger BED-type containing 9	ZNF305P2, ZNF452, SCAND3	ZFP38-L, KIAA1925, FLJ31087, Buster4	ENSG00000232040
HGNC:16176	ZBP1	Z-DNA binding protein 1	C20orf183	dJ718J7.3, DLM1, DLM-1, DAI	ENSG00000124256
HGNC:20259	ZBTB1	zinc finger and BTB domain containing 1		KIAA0997, ZNF909	ENSG00000126804
HGNC:20868	ZBTB2	zinc finger and BTB domain containing 2		KIAA1483, ZNF437, bA351K16.2	ENSG00000181472
HGNC:22918	ZBTB3	zinc finger and BTB domain containing 3		FLJ23392	ENSG00000185670
HGNC:23847	ZBTB4	zinc finger and BTB domain containing 4		KIAA1538, KAISO-L1, ZNF903	ENSG00000174282
HGNC:23836	ZBTB5	zinc finger and BTB domain containing 5		KIAA0354	ENSG00000168795
HGNC:16764	ZBTB6	zinc finger and BTB domain containing 6	ZNF482	ZID	ENSG00000186130
HGNC:18078	ZBTB7A	zinc finger and BTB domain containing 7A	ZBTB7	FBI-1, LRF, DKFZp547O146, pokemon, ZNF857A	ENSG00000178951
HGNC:18668	ZBTB7B	zinc finger and BTB domain containing 7B	ZFP67	ZBTB15, c-Krox, hcKrox, ZNF857B	ENSG00000160685
HGNC:31700	ZBTB7C	zinc finger and BTB domain containing 7C	ZBTB36	ZNF857C	ENSG00000184828
HGNC:24172	ZBTB8A	zinc finger and BTB domain containing 8A	ZBTB8	BOZF1, FLJ90065, ZNF916A	ENSG00000160062
HGNC:37057	ZBTB8B	zinc finger and BTB domain containing 8B		RP1-27O5.1, DKFZp547H154, ZNF916B	ENSG00000273274
HGNC:24094	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand		ARCH	ENSG00000176261
HGNC:28323	ZBTB9	zinc finger and BTB domain containing 9		MGC23166, ZNF919	ENSG00000213588
HGNC:30953	ZBTB10	zinc finger and BTB domain containing 10		RINZF, FLJ12752	ENSG00000205189
HGNC:16740	ZBTB11	zinc finger and BTB domain containing 11		ZNF-U69274, ZNF913	ENSG00000066422
HGNC:19066	ZBTB12	zinc finger and BTB domain containing 12	C6orf46	G10, NG35, D6S59E	ENSG00000204366
HGNC:12860	ZBTB14	zinc finger and BTB domain containing 14	ZFP161	ZNF478	ENSG00000198081
HGNC:12930	ZBTB16	zinc finger and BTB domain containing 16	ZNF145	PLZF	ENSG00000109906
HGNC:12936	ZBTB17	zinc finger and BTB domain containing 17	ZNF151, ZNF60	MIZ1, pHZ-67	ENSG00000116809
HGNC:13030	ZBTB18	zinc finger and BTB domain containing 18	ZNF238	C2H2-171, TAZ-1, RP58	ENSG00000179456
HGNC:13503	ZBTB20	zinc finger and BTB domain containing 20	ZNF288	ODA-8S, DKFZp566F123, DPZF	ENSG00000181722
HGNC:13083	ZBTB21	zinc finger and BTB domain containing 21	ZNF295	KIAA1227	ENSG00000173276
HGNC:13085	ZBTB22	zinc finger and BTB domain containing 22	ZNF297	BING1, ZNF297A, fruitless, fru, ZBTB22A	ENSG00000236104
HGNC:21143	ZBTB24	zinc finger and BTB domain containing 24	ZNF450	KIAA0441, BIF1, PATZ2	ENSG00000112365
HGNC:13112	ZBTB25	zinc finger and BTB domain containing 25	ZNF46, C14orf51	KUP	ENSG00000089775
HGNC:23383	ZBTB26	zinc finger and BTB domain containing 26	ZNF481		ENSG00000171448
HGNC:16763	ZBTB32	zinc finger and BTB domain containing 32		TZFP, FAZF, FAXF, Rog, ZNF538	ENSG00000011590
HGNC:16682	ZBTB33	zinc finger and BTB domain containing 33		ZNF-kaiso, kaiso, WUGSC:H_DJ525N14.1, KAISO, ZNF348	ENSG00000177485
HGNC:31446	ZBTB34	zinc finger and BTB domain containing 34		KIAA1993, MGC24652, ZNF918	ENSG00000177125
HGNC:28365	ZBTB37	zinc finger and BTB domain containing 37		MGC2629, ZNF908	ENSG00000185278
HGNC:26636	ZBTB38	zinc finger and BTB domain containing 38		FLJ35036, CIBZ, ZNF921, PPP1R171	ENSG00000177311
HGNC:29014	ZBTB39	zinc finger and BTB domain containing 39		KIAA0352, ZNF922	ENSG00000166860
HGNC:29045	ZBTB40	zinc finger and BTB domain containing 40		KIAA0478, ZNF923	ENSG00000184677
HGNC:24819	ZBTB41	zinc finger and BTB domain containing 41		FRBZ1, FLJ36199, DKFZp686C06120, ZNF924	ENSG00000177888
HGNC:32550	ZBTB42	zinc finger and BTB domain containing 42		ZNF925	ENSG00000179627
HGNC:17908	ZBTB43	zinc finger and BTB domain containing 43	ZNF297B	KIAA0414, ZNF-X, FLJ22470, ZBTB22B	ENSG00000169155
HGNC:25001	ZBTB44	zinc finger and BTB domain containing 44	BTBD15	HSPC063, ZNF851	ENSG00000196323
HGNC:23715	ZBTB45	zinc finger and BTB domain containing 45	ZNF499	FLJ14486	ENSG00000119574
HGNC:16094	ZBTB46	zinc finger and BTB domain containing 46	ZNF340, BTBD4	FLJ13502, RINZF, BZEL	ENSG00000130584
HGNC:26955	ZBTB47	zinc finger and BTB domain containing 47	ZNF651	KIAA1190, DKFZp434N0615	ENSG00000114853
HGNC:4930	ZBTB48	zinc finger and BTB domain containing 48	HKR3	ZNF855, TZAP	ENSG00000204859
HGNC:19883	ZBTB49	zinc finger and BTB domain containing 49	ZNF509	FLJ38559	ENSG00000168826
HGNC:24277	ZC2HC1A	zinc finger C2HC-type containing 1A	C8orf70, FAM164A	CGI-62	ENSG00000104427
HGNC:21174	ZC2HC1B	zinc finger C2HC-type containing 1B	FAM164B, C6orf94	dJ468K18.5	ENSG00000118491
HGNC:20354	ZC2HC1C	zinc finger C2HC-type containing 1C	C14orf140, FAM164C		ENSG00000119703
HGNC:28972	ZC3H3	zinc finger CCCH-type containing 3	ZC3HDC3	KIAA0150	ENSG00000014164
HGNC:17808	ZC3H4	zinc finger CCCH-type containing 4	C19orf7	KIAA1064	ENSG00000130749
HGNC:24762	ZC3H6	zinc finger CCCH-type containing 6	ZC3HDC6	FLJ41410, FLJ45877, KIAA2035	ENSG00000188177
HGNC:30959	ZC3H7A	zinc finger CCCH-type containing 7A	ZC3HDC7, ZC3H7	HSPC055, FLJ20318	ENSG00000122299
HGNC:30869	ZC3H7B	zinc finger CCCH-type containing 7B		RoXaN, FLJ13787, DKFZp434K0920, KIAA1031	ENSG00000100403
HGNC:30941	ZC3H8	zinc finger CCCH-type containing 8	ZC3HDC8	Fliz1	ENSG00000144161
HGNC:25893	ZC3H10	zinc finger CCCH-type containing 10	ZC3HDC10	FLJ14451	ENSG00000135482
HGNC:29093	ZC3H11A	zinc finger CCCH-type containing 11A	ZC3HDC11A	KIAA0663	ENSG00000058673
HGNC:25659	ZC3H11B	zinc finger CCCH-type containing 11B	ZC3HDC11B		ENSG00000215817
HGNC:26259	ZC3H12A	zinc finger CCCH-type containing 12A		FLJ23231, MCPIP1	ENSG00000163874
HGNC:17407	ZC3H12B	zinc finger CCCH-type containing 12B	CXorf32	MCPIP2	ENSG00000102053
HGNC:29362	ZC3H12C	zinc finger CCCH-type containing 12C		KIAA1726, MCPIP3	ENSG00000149289
HGNC:21175	ZC3H12D	zinc finger CCCH-type containing 12D	C6orf95	dJ281H8.1, MCPIP4	ENSG00000178199
HGNC:20368	ZC3H13	zinc finger CCCH-type containing 13	KIAA0853	DKFZp434D1812, Xio	ENSG00000123200
HGNC:20509	ZC3H14	zinc finger CCCH-type containing 14		FLJ11806, UKp68, NY-REN-37	ENSG00000100722
HGNC:29528	ZC3H15	zinc finger CCCH-type containing 15		LEREPO4	ENSG00000065548
HGNC:25091	ZC3H18	zinc finger CCCH-type containing 18		NHN1	ENSG00000158545
HGNC:23721	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1		ZAP, FLB6421, FLJ13288, MGC48898, ZC3HDC2, ZC3H2, PARP13	ENSG00000105939
HGNC:22423	ZC3HAV1L	zinc finger CCCH-type containing, antiviral 1 like	C7orf39	MGC14289	ENSG00000146858
HGNC:29913	ZC3HC1	zinc finger C3HC-type containing 1		NIPA	ENSG00000091732
HGNC:24931	ZC4H2	zinc finger C4H2-type containing	KIAA1166, WWS	HCA127	ENSG00000126970
HGNC:22916	ZCCHC2	zinc finger CCHC-type containing 2	C18orf49	FLJ20281, KIAA1744, FLJ20222	ENSG00000141664
HGNC:16230	ZCCHC3	zinc finger CCHC-type containing 3	C20orf99	dJ1103G7.7	ENSG00000247315
HGNC:22917	ZCCHC4	zinc finger CCHC-type containing 4		HSPC052, FLJ23024, ZGRF4	ENSG00000168228
HGNC:26209	ZCCHC7	zinc finger CCHC-type containing 7		FLJ22611, AIR1	ENSG00000147905
HGNC:25265	ZCCHC8	zinc finger CCHC-type containing 8		DKFZp434E2220	ENSG00000033030
HGNC:25424	ZCCHC9	zinc finger CCHC-type containing 9		DKFZp761J139, PPP1R41	ENSG00000131732
HGNC:25954	ZCCHC10	zinc finger CCHC-type containing 10		FLJ20094	ENSG00000155329
HGNC:27273	ZCCHC12	zinc finger CCHC-type containing 12		FLJ16123, SIZN, SIZN1, PNMA7A	ENSG00000174460
HGNC:31749	ZCCHC13	zinc finger CCHC-type containing 13		4930513O09RIK, Cnbp2, ZNF9L	ENSG00000187969
HGNC:24134	ZCCHC14	zinc finger CCHC-type containing 14		BDG29, MGC14139	ENSG00000140948
HGNC:30246	ZCCHC17	zinc finger CCHC-type containing 17		PS1D, HSPC251, pNO40	ENSG00000121766
HGNC:32459	ZCCHC18	zinc finger CCHC-type containing 18		SIZN2, PNMA7B	ENSG00000166707
HGNC:26911	ZCCHC24	zinc finger CCHC-type containing 24	C10orf56	FLJ90798, Z3CXXC8	ENSG00000165424
HGNC:29620	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1		MADP-1, MADP1, RBM36, ZCCHC19, SNRNP31	ENSG00000139168
HGNC:23486	ZCWPW1	zinc finger CW-type and PWWP domain containing 1		FLJ10057, DKFZp434N0510, ZCW1	ENSG00000078487
HGNC:23574	ZCWPW2	zinc finger CW-type and PWWP domain containing 2		ZCW2	ENSG00000206559
HGNC:29313	ZDBF2	zinc finger DBF-type containing 2		FLJ45338, KIAA1571, Slx9	ENSG00000204186
HGNC:17916	ZDHHC1	zinc finger DHHC-type containing 1	C16orf1	HSU90653, ZNF377	ENSG00000159714
HGNC:18469	ZDHHC2	zinc finger DHHC-type containing 2		ZNF372, DHHC2	ENSG00000104219
HGNC:18470	ZDHHC3	zinc finger DHHC-type containing 3		ZNF373, GODZ, DHHC3	ENSG00000163812
HGNC:18471	ZDHHC4	zinc finger DHHC-type containing 4		FLJ10479, ZNF374	ENSG00000136247
HGNC:18472	ZDHHC5	zinc finger DHHC-type containing 5		KIAA1748, ZNF375, DHHC5	ENSG00000156599
HGNC:19160	ZDHHC6	zinc finger DHHC-type containing 6		ZNF376, FLJ21952	ENSG00000023041
HGNC:18459	ZDHHC7	zinc finger DHHC-type containing 7		FLJ10792, ZNF370, FLJ20279, SERZ-B, SERZ1, DHHC7	ENSG00000153786
HGNC:18474	ZDHHC8	zinc finger DHHC-type containing 8		ZNF378, KIAA1292	ENSG00000099904
HGNC:18475	ZDHHC9	zinc finger DHHC-type containing 9	ZDHHC10, CXorf11	ZNF379, CGI-89, ZNF380	ENSG00000188706
HGNC:19158	ZDHHC11	zinc finger DHHC-type containing 11		ZNF399, FLJ13153	ENSG00000188818
HGNC:32962	ZDHHC11B	zinc finger DHHC-type containing 11B			ENSG00000206077
HGNC:19159	ZDHHC12	zinc finger DHHC-type containing 12		ZNF400, FLJ14524	ENSG00000160446
HGNC:18413	ZDHHC13	zinc finger DHHC-type containing 13		FLJ10852, FLJ10941, HIP14L	ENSG00000177054
HGNC:20341	ZDHHC14	zinc finger DHHC-type containing 14		FLJ20984, NEW1CP	ENSG00000175048
HGNC:20342	ZDHHC15	zinc finger DHHC-type containing 15		FLJ31812, MRX91, DHHC15	ENSG00000102383
HGNC:20714	ZDHHC16	zinc finger DHHC-type containing 16		APH2	ENSG00000171307
HGNC:18412	ZDHHC17	zinc finger DHHC-type containing 17		HIP14, HYPH, KIAA0946	ENSG00000186908
HGNC:20712	ZDHHC18	zinc finger DHHC-type containing 18		DKFZp667O2416	ENSG00000204160
HGNC:20713	ZDHHC19	zinc finger DHHC-type containing 19		MGC33345	ENSG00000163958
HGNC:20749	ZDHHC20	zinc finger DHHC-type containing 20		FLJ25952, DHHC20	ENSG00000180776
HGNC:20750	ZDHHC21	zinc finger DHHC-type containing 21		HSPC097, DNZ1, DHHC21	ENSG00000175893
HGNC:20106	ZDHHC22	zinc finger DHHC-type containing 22	C14orf59		ENSG00000177108
HGNC:28654	ZDHHC23	zinc finger DHHC-type containing 23		MGC42530	ENSG00000184307
HGNC:27387	ZDHHC24	zinc finger DHHC-type containing 24			ENSG00000174165
HGNC:11642	ZEB1	zinc finger E-box binding homeobox 1	TCF8, PPCD3	BZP, ZEB, AREB6, NIL-2-A, Zfhep, Zfhx1a, FECD6	ENSG00000148516
HGNC:14881	ZEB2	zinc finger E-box binding homeobox 2	ZFHX1B	KIAA0569, SIP-1, SIP1	ENSG00000169554
HGNC:30960	ZER1	zyg-11 related cell cycle regulator	C9orf60, ZYG11BL	ZYG, Hzyg	ENSG00000160445
HGNC:25858	ZFAND1	zinc finger AN1-type containing 1		FLJ14007	ENSG00000104231
HGNC:28073	ZFAND2A	zinc finger AN1-type containing 2A		AIRAP	ENSG00000178381
HGNC:25206	ZFAND2B	zinc finger AN1-type containing 2B		AIRAPL	ENSG00000158552
HGNC:18019	ZFAND3	zinc finger AN1-type containing 3	TEX27	FLJ13222	ENSG00000156639
HGNC:23504	ZFAND4	zinc finger AN1-type containing 4	ANUBL1	FLJ40185	ENSG00000172671
HGNC:13008	ZFAND5	zinc finger AN1-type containing 5	ZNF216, ZA20D2	ZFAND5A	ENSG00000107372
HGNC:30164	ZFAND6	zinc finger AN1-type containing 6	ZA20D3	ZFAND5B, AWP1	ENSG00000086666
HGNC:19899	ZFAT	zinc finger and AT-hook domain containing	ZNF406, ZFAT1	KIAA1485	ENSG00000066827
HGNC:28328	ZFC3H1	zinc finger C3H1-type containing	PSRC2, CCDC131	MGC23401, KIAA0546, CSRC2	ENSG00000133858
HGNC:20152	ZFHX2	zinc finger homeobox 2	ZNF409	KIAA1762, KIAA1056, ZFH-5	ENSG00000136367
HGNC:777	ZFHX3	zinc finger homeobox 3	ATBF1	ZNF927	ENSG00000140836
HGNC:30939	ZFHX4	zinc finger homeobox 4		ZFH4, FLJ20980	ENSG00000091656
HGNC:23328	ZFP1	ZFP1 zinc finger protein		FLJ34243, ZNF475	ENSG00000184517
HGNC:26138	ZFP2	ZFP2 zinc finger protein		FLJ21628, ZNF751	ENSG00000198939
HGNC:12861	ZFP3	ZFP3 zinc finger protein		FLJ30726, ZNF752	ENSG00000180787
HGNC:29312	ZFP14	ZFP14 zinc finger protein		KIAA1559, ZNF531	ENSG00000142065
HGNC:17801	ZFP28	ZFP28 zinc finger protein		KIAA1431, mkr5	ENSG00000196867
HGNC:29555	ZFP30	ZFP30 zinc finger protein		ZNF745, KIAA0961	ENSG00000120784
HGNC:12862	ZFP36	ZFP36 ring finger protein		RNF162A, TIS11, G0S24, TTP, NUP475	ENSG00000128016
HGNC:1107	ZFP36L1	ZFP36 ring finger protein like 1	BRF1	RNF162B, Berg36, ERF1, TIS11B, cMG1	ENSG00000185650
HGNC:1108	ZFP36L2	ZFP36 ring finger protein like 2	BRF2	ERF2, RNF162C, TIS11D	ENSG00000152518
HGNC:12863	ZFP37	ZFP37 zinc finger protein		ZNF906	ENSG00000136866
HGNC:26786	ZFP41	ZFP41 zinc finger protein		FLJ38705, FLJ00028, ZNF753	ENSG00000181638
HGNC:30949	ZFP42	ZFP42 zinc finger protein		REX1, ZNF754	ENSG00000179059
HGNC:18791	ZFP57	ZFP57 zinc finger protein	C6orf40	ZNF698, bA145L22, bA145L22.2	ENSG00000204644
HGNC:23241	ZFP62	ZFP62 zinc finger protein		FLJ34231, ZET, ZNF755	ENSG00000196670
HGNC:15940	ZFP64	ZFP64 zinc finger protein	ZNF338	FLJ10734, dJ831D17.1, FLJ12628, dJ548G19.1	ENSG00000020256
HGNC:24708	ZFP69	ZFP69 zinc finger protein	ZNF642	ZKSCAN23A, FLJ16030, ZFP69A, ZSCAN54A	ENSG00000187815
HGNC:28053	ZFP69B	ZFP69 zinc finger protein B	ZNF643	ZKSCAN23B, FLJ34293, ZSCAN54B	ENSG00000187801
HGNC:28682	ZFP82	ZFP82 zinc finger protein	ZNF545	MGC45380, KIAA1948	ENSG00000181007
HGNC:23329	ZFP90	ZFP90 zinc finger protein		KIAA1954, NK10, ZNF756	ENSG00000184939
HGNC:14983	ZFP91	ZFP91 zinc finger protein		PZF, ZNF757	ENSG00000186660
HGNC:12865	ZFP92	ZFP92 zinc finger protein		ZNF897	ENSG00000189420
HGNC:12868	ZFPL1	zinc finger protein like 1		D11S750, MCG4	ENSG00000162300
HGNC:19762	ZFPM1	zinc finger protein, FOG family member 1		FOG1, FOG, ZNF89A, ZC2HC11A	ENSG00000179588
HGNC:16700	ZFPM2	zinc finger protein, FOG family member 2		FOG2, hFOG-2, ZNF89B, ZC2HC11B	ENSG00000169946
HGNC:17277	ZFR	zinc finger RNA binding protein		ZFR1, SPG71	ENSG00000056097
HGNC:29189	ZFR2	zinc finger RNA binding protein 2	KIAA1086		ENSG00000105278
HGNC:12869	ZFX	zinc finger protein X-linked		ZNF926	ENSG00000005889
HGNC:12870	ZFY	zinc finger protein Y-linked		ZNF911	ENSG00000067646
HGNC:13180	ZFYVE1	zinc finger FYVE-type containing 1	ZNFN2A1	DFCP1, KIAA1589, TAFF1, PPP1R172	ENSG00000165861
HGNC:6775	ZFYVE9	zinc finger FYVE-type containing 9	MADHIP	SMADIP, SARA, PPP1R173	ENSG00000157077
HGNC:20756	ZFYVE16	zinc finger FYVE-type containing 16		KIAA0305, PPP1R69	ENSG00000039319
HGNC:20758	ZFYVE19	zinc finger FYVE-type containing 19		FLJ14840, ANCHR	ENSG00000166140
HGNC:20760	ZFYVE21	zinc finger FYVE-type containing 21		MGC2550, ZF21	ENSG00000100711
HGNC:20761	ZFYVE26	zinc finger FYVE-type containing 26	SPG15	KIAA0321	ENSG00000072121
HGNC:26559	ZFYVE27	zinc finger FYVE-type containing 27		FLJ32919, SPG33	ENSG00000155256
HGNC:29334	ZFYVE28	zinc finger FYVE-type containing 28		KIAA1643	ENSG00000159733
HGNC:30961	ZG16	zymogen granule protein 16	JCLN	hZG16, JCLN1, ZG16A	ENSG00000174992
HGNC:30456	ZG16B	zymogen granule protein 16B		HRPE773, PRO1567, JCLN2	ENSG00000162078
HGNC:37245	ZGLP1	zinc finger, GATA-like protein 1		GLP1, GLP-1, GATAD3	ENSG00000220201
HGNC:15948	ZGPAT	zinc finger CCCH-type and G-patch domain containing	KIAA1847	dJ583P15.3, MGC44880, FLJ14972, ZC3HDC9, ZC3H9, GPATC6, GPATCH6, ZIP	ENSG00000197114
HGNC:25654	ZGRF1	zinc finger GRF-type containing 1	C4orf21	FLJ11331	ENSG00000138658
HGNC:12871	ZHX1	zinc fingers and homeoboxes 1			ENSG00000165156
HGNC:18513	ZHX2	zinc fingers and homeoboxes 2		KIAA0854	ENSG00000178764
HGNC:15935	ZHX3	zinc fingers and homeoboxes 3	TIX1	KIAA0395	ENSG00000174306
HGNC:12872	ZIC1	Zic family member 1		ZIC, ZNF201	ENSG00000152977
HGNC:12873	ZIC2	Zic family member 2		HPE5	ENSG00000043355
HGNC:12874	ZIC3	Zic family member 3	HTX1	HTX, ZNF203	ENSG00000156925
HGNC:20393	ZIC4	Zic family member 4			ENSG00000174963
HGNC:20322	ZIC5	Zic family member 5			ENSG00000139800
HGNC:33104	ZIK1	zinc finger protein interacting with K protein 1		ZNF762	ENSG00000171649
HGNC:12875	ZIM2	zinc finger imprinted 2		ZNF656	ENSG00000269699
HGNC:16366	ZIM3	zinc finger imprinted 3		ZNF657	ENSG00000141946
HGNC:13101	ZKSCAN1	zinc finger with KRAB and SCAN domains 1	ZNF139, ZNF36	KOX18, PHZ-37, ZSCAN33	ENSG00000106261
HGNC:25677	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	ZNF694	FLJ23199, ZSCAN34	ENSG00000155592
HGNC:13853	ZKSCAN3	zinc finger with KRAB and SCAN domains 3	ZNF306, ZNF309	Zfp47, ZF47, ZSCAN35	ENSG00000189298
HGNC:13854	ZKSCAN4	zinc finger with KRAB and SCAN domains 4	ZNF307, ZNF427	p373c6.1, P1P373C6, FLJ32136, ZSCAN36	ENSG00000187626
HGNC:12867	ZKSCAN5	zinc finger with KRAB and SCAN domains 5	ZFP95	ZNF914, ZSCAN37	ENSG00000196652
HGNC:12955	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	ZNF64, ZNF448, ZNF167	FLJ12738, ZSCAN39	ENSG00000196345
HGNC:12983	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	ZNF192	LD5-1, ZSCAN40	ENSG00000198315
HGNC:29377	ZMAT1	zinc finger matrin-type 1		KIAA1789	ENSG00000166432
HGNC:26433	ZMAT2	zinc finger matrin-type 2		FLJ31121, hSNU23, Snu23	ENSG00000146007
HGNC:29983	ZMAT3	zinc finger matrin-type 3		WIG1, MGC10613, FLJ12296, WIG-1, PAG608	ENSG00000172667
HGNC:25844	ZMAT4	zinc finger matrin-type 4		FLJ13842	ENSG00000165061
HGNC:28046	ZMAT5	zinc finger matrin-type 5	ZC3H19	SNRNP20	ENSG00000100319
HGNC:16493	ZMIZ1	zinc finger MIZ-type containing 1	RAI17	RP11-519K18.1, KIAA1224, FLJ13541, hZIMP10, Zimp10, MIZ	ENSG00000108175
HGNC:22229	ZMIZ2	zinc finger MIZ-type containing 2		KIAA1886, hZIMP7, ZIMP7, DKFZp761I2123, NET27	ENSG00000122515
HGNC:12877	ZMPSTE24	zinc metallopeptidase STE24		FACE-1, Ste24p, STE24, HGPS, PRO1	ENSG00000084073
HGNC:26253	ZMYM1	zinc finger MYM-type containing 1		FLJ23151, MYM	ENSG00000197056
HGNC:12989	ZMYM2	zinc finger MYM-type containing 2	ZNF198	RAMP, FIM, MYM	ENSG00000121741
HGNC:13054	ZMYM3	zinc finger MYM-type containing 3	ZNF261	ZNF198L2, DXS6673E, KIAA0385, MYM	ENSG00000147130
